record_id,aircraft_id,airport_id,wildlife_number_struck,wildlife_number_struck_actual,effect_indicated_damage,when_phase_of_flight,remains_of_wildlife_collected,remains_of_wildlife_sent_to_smithsonian,wildlife_size,conditions_sky,wildlife_species,pilot_warned_of_birds_or_wildlife,cost_total,feet_above_ground,number_of_people_injured,flightdate
202152,14384,3905,101.0,859,Caused damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,30736,1500.0,0,2000-11-23T00:00:00
208159,14384,3906,101.0,424,Caused damage,Landing Roll,False,False,Small,Some Cloud,Rock pigeon,True,0,0.0,0,2001-07-25T00:00:00
207601,14384,3907,101.0,261,No damage,Approach,False,False,Small,No Cloud,European starling,False,0,50.0,0,2001-09-14T00:00:00
215953,14384,3908,101.0,806,No damage,Climb,True,False,Small,Some Cloud,European starling,True,0,50.0,0,2002-09-05T00:00:00
219878,14384,3909,101.0,942,No damage,Approach,False,False,Small,No Cloud,European starling,False,0,50.0,0,2003-06-23T00:00:00
221697,14384,3910,101.0,227,Caused damage,Climb,True,True,Small,No Cloud,European starling,False,1481711,150.0,0,2003-08-17T00:00:00
236635,14384,3911,101.0,320,Caused damage,Approach,True,False,Small,Some Cloud,European starling,True,1483141,100.0,0,2006-03-01T00:00:00
201162,14384,4148,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,False,0,0.0,0,2000-01-02T00:00:00
203926,14384,4013,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,2000.0,0,2000-01-02T00:00:00
201026,14384,3924,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,120273,200.0,0,2000-01-02T00:00:00
208776,14384,3922,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Unknown bird - small,True,0,800.0,0,2000-01-03T00:00:00
203735,14384,3912,1.0,1,Caused damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,1800.0,0,2000-01-03T00:00:00
208470,14384,4039,1.0,1,No damage,Climb,False,False,Large,Some Cloud,Unknown bird - large,False,26727,100.0,0,2000-01-04T00:00:00
204251,14384,3974,1.0,1,No damage,Climb,False,False,Large,Overcast,Great black-backed gull,False,0,50.0,0,2000-01-04T00:00:00
204764,14384,3935,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,100.0,0,2000-01-04T00:00:00
203953,14384,3992,1.0,1,No damage,Take-off run,False,False,Medium,Overcast,Red-tailed hawk,False,0,0.0,0,2000-01-05T00:00:00
202558,14384,3919,1.0,1,No damage,Landing Roll,False,False,Small,No Cloud,Unknown bird - small,True,0,0.0,0,2000-01-06T00:00:00
204109,14384,4307,1.0,1,No damage,Climb,False,False,Small,Overcast,Mourning dove,False,0,100.0,0,2000-01-07T00:00:00
202271,14384,4013,1.0,1,No damage,Climb,False,False,Large,Some Cloud,Osprey,True,0,800.0,0,2000-01-08T00:00:00
207354,14384,3968,1.0,1,No damage,Climb,False,False,Medium,Overcast,Unknown bird - medium,True,0,5.0,0,2000-01-09T00:00:00
202132,14384,3965,1.0,1,No damage,Approach,False,False,Small,Overcast,Rock pigeon,False,0,700.0,0,2000-01-09T00:00:00
208032,14384,3992,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Unknown bird - medium,False,0,0.0,0,2000-01-11T00:00:00
204186,14384,4123,1.0,1,No damage,Take-off run,False,False,Medium,Overcast,Unknown bird - medium,False,0,0.0,0,2000-01-12T00:00:00
201909,14384,3934,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,0,1300.0,0,2000-01-12T00:00:00
200939,14384,3987,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,9488,1000.0,0,2000-01-13T00:00:00
200070,14384,4183,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,3.0,0,2000-01-13T00:00:00
208428,14384,3979,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,10.0,0,2000-01-14T00:00:00
202975,14384,4032,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,0,40.0,0,2000-01-16T00:00:00
209665,14384,4125,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,True,0,2000.0,0,2000-01-17T00:00:00
201645,14384,4102,1.0,1,No damage,Approach,False,False,Small,Overcast,Unknown bird - small,False,0,10.0,0,2000-01-17T00:00:00
200745,14384,3937,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,False,0,0.0,0,2000-01-19T00:00:00
201745,14384,4096,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Peregrine falcon,False,0,100.0,0,2000-01-19T00:00:00
207719,14384,4424,1.0,1,Caused damage,Climb,False,False,Medium,Overcast,Mallard,False,134,400.0,0,2000-01-21T00:00:00
201080,14384,4273,1.0,1,Caused damage,Approach,False,False,Small,Some Cloud,Rock pigeon,False,0,300.0,0,2000-01-21T00:00:00
201546,14384,3943,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,False,0,50.0,0,2000-01-22T00:00:00
200601,14384,4068,1.0,1,No damage,Approach,False,False,Small,Overcast,Unknown bird - small,False,0,50.0,0,2000-01-26T00:00:00
204009,14384,4073,1.0,1,No damage,Approach,False,False,Small,Overcast,White-winged dove,False,0,100.0,0,2000-01-26T00:00:00
205934,14384,4076,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Red-tailed hawk,False,2005,100.0,0,2000-01-26T00:00:00
204564,14384,4425,1.0,1,No damage,Climb,False,False,Small,Overcast,Unknown bird - small,False,0,300.0,0,2000-01-29T00:00:00
203478,14384,4039,1.0,1,No damage,Approach,False,False,Large,Some Cloud,Unknown bird - large,False,0,200.0,0,2000-01-30T00:00:00
202260,14384,3992,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,200.0,0,2000-01-31T00:00:00
204105,14384,4003,1.0,1,Caused damage,Climb,False,False,Medium,Overcast,Unknown bird - medium,True,0,1500.0,0,2000-01-31T00:00:00
203082,14384,4003,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,1336,3000.0,0,2000-02-02T00:00:00
201753,14384,4019,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,400.0,0,2000-02-03T00:00:00
203124,14384,4426,1.0,1,Caused damage,Climb,False,False,Medium,No Cloud,Common raven,False,33275,200.0,0,2000-02-03T00:00:00
200731,14384,4026,1.0,1,No damage,Take-off run,False,False,Large,Overcast,Unknown bird - large,False,0,0.0,0,2000-02-04T00:00:00
200751,14384,4039,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Unknown bird - small,False,0,50.0,0,2000-02-04T00:00:00
201248,14384,3921,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,300.0,0,2000-02-05T00:00:00
201575,14384,3906,1.0,1,No damage,Approach,False,False,Small,No Cloud,Rock pigeon,False,0,5.0,0,2000-02-05T00:00:00
206393,14384,3933,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,7000.0,0,2000-02-05T00:00:00
202645,14384,3992,1.0,1,No damage,Approach,False,False,Small,Overcast,Unknown bird - small,False,0,10.0,0,2000-02-06T00:00:00
202970,14384,4150,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,400.0,0,2000-02-07T00:00:00
206363,14384,4081,1.0,1,No damage,Landing Roll,False,False,Small,No Cloud,Unknown bird - small,False,0,0.0,0,2000-02-08T00:00:00
203839,14384,4071,1.0,1,No damage,Landing Roll,False,False,Small,Some Cloud,Pacific golden-plover,False,0,0.0,0,2000-02-08T00:00:00
208321,14384,4119,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,300.0,0,2000-02-08T00:00:00
200345,14384,3922,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,100.0,0,2000-02-09T00:00:00
203896,14384,3945,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,True,0,30.0,0,2000-02-09T00:00:00
200409,14384,3924,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Tree swallow,True,0,20.0,0,2000-02-10T00:00:00
203939,14384,3906,1.0,1,Caused damage,Climb,False,False,Large,No Cloud,Unknown bird - large,True,0,800.0,0,2000-02-11T00:00:00
200642,14384,4034,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,300.0,0,2000-02-12T00:00:00
205448,14384,3968,1.0,1,No damage,Take-off run,False,False,Medium,No Cloud,Unknown bird - medium,False,0,0.0,0,2000-02-12T00:00:00
204553,14384,3922,1.0,1,No damage,Climb,False,False,Small,Overcast,Unknown bird - small,True,0,100.0,0,2000-02-12T00:00:00
200459,14384,4250,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Western meadowlark,False,0,10.0,0,2000-02-13T00:00:00
200458,14384,3993,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,False,0,0.0,0,2000-02-13T00:00:00
202082,14384,3953,1.0,1,No damage,Climb,False,False,Small,Overcast,Unknown bird - small,False,0,100.0,0,2000-02-14T00:00:00
200487,14384,3911,1.0,1,No damage,Landing Roll,False,False,Medium,Some Cloud,Red-tailed hawk,True,0,0.0,0,2000-02-15T00:00:00
201452,14384,4427,1.0,1,Caused damage,Climb,False,False,Large,Some Cloud,Canada goose,True,0,3.0,0,2000-02-16T00:00:00
200204,14384,4019,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Unknown bird - small,True,0,1600.0,0,2000-02-17T00:00:00
202332,14384,3972,1.0,1,Caused damage,Landing Roll,False,False,Large,Overcast,White-tailed deer,True,136309,0.0,0,2000-02-18T00:00:00
201235,14384,4030,1.0,1,Caused damage,Climb,True,True,Medium,Overcast,Red-tailed hawk,False,0,10.0,0,2000-02-19T00:00:00
206098,14384,3911,1.0,1,No damage,Approach,False,False,Medium,Overcast,Ring-billed gull,True,0,50.0,0,2000-02-19T00:00:00
201830,14384,3911,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,800.0,0,2000-02-20T00:00:00
201811,14384,3912,1.0,1,No damage,Approach,False,False,Large,No Cloud,Snow goose,False,0,1200.0,0,2000-02-20T00:00:00
203923,14384,3944,1.0,1,Caused damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,0,75.0,0,2000-02-21T00:00:00
202164,14384,3921,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,False,0,500.0,0,2000-02-23T00:00:00
203836,14384,3979,1.0,1,Caused damage,Approach,False,False,Large,No Cloud,Unknown bird - large,False,0,2300.0,0,2000-02-24T00:00:00
200488,14384,4213,1.0,1,No damage,Take-off run,False,False,Small,No Cloud,Unknown bird - small,False,0,0.0,0,2000-02-25T00:00:00
203446,14384,3990,1.0,1,No damage,Take-off run,False,False,Small,Some Cloud,Unknown bird - small,False,0,0.0,0,2000-02-25T00:00:00
201109,14384,3906,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,50.0,0,2000-02-25T00:00:00
201050,14384,3964,1.0,1,No damage,Climb,False,False,Small,Overcast,European starling,False,0,50.0,0,2000-02-25T00:00:00
203074,14384,3906,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,True,0,0.0,0,2000-02-25T00:00:00
204941,14384,3945,1.0,1,No damage,Climb,False,False,Small,Some Cloud,American kestrel,True,0,100.0,0,2000-02-26T00:00:00
204965,14384,4032,1.0,1,Caused damage,Climb,False,False,Large,No Cloud,Unknown bird - large,False,0,1600.0,0,2000-02-26T00:00:00
203775,14384,4098,1.0,1,Caused damage,Landing Roll,False,False,Large,Overcast,Bald eagle,False,0,0.0,0,2000-02-26T00:00:00
209771,14384,3976,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,500.0,0,2000-02-26T00:00:00
200022,14384,3906,1.0,1,Caused damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,2000.0,0,2000-02-28T00:00:00
200152,14384,4428,1.0,1,Caused damage,Landing Roll,False,False,Large,No Cloud,White-tailed deer,False,412,0.0,0,2000-02-28T00:00:00
201265,14384,4295,1.0,1,Caused damage,Approach,False,False,Large,Some Cloud,Snow goose,False,0,2300.0,0,2000-02-28T00:00:00
204256,14384,3951,1.0,1,No damage,Approach,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,1000.0,0,2000-02-29T00:00:00
202535,14384,3941,1.0,1,No damage,Take-off run,False,False,Large,Some Cloud,Canada goose,True,0,0.0,0,2000-02-29T00:00:00
202861,14384,4429,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,0,75.0,0,2000-03-02T00:00:00
201091,14384,4430,1.0,1,Caused damage,Descent,False,False,Large,No Cloud,Canada goose,False,526529,3000.0,0,2000-03-02T00:00:00
200711,14384,3921,1.0,1,No damage,Take-off run,False,False,Small,No Cloud,European starling,False,0,0.0,0,2000-03-05T00:00:00
200712,14384,4071,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,10.0,0,2000-03-05T00:00:00
201864,14384,3932,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,30.0,0,2000-03-05T00:00:00
200440,14384,4088,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,2908,100.0,0,2000-03-06T00:00:00
200339,14384,4018,1.0,1,Caused damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,1500.0,0,2000-03-06T00:00:00
201825,14384,3951,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,500.0,0,2000-03-07T00:00:00
201169,14384,3920,1.0,1,No damage,Landing Roll,True,False,Small,Some Cloud,Short-eared owl,True,0,0.0,0,2000-03-07T00:00:00
201982,14384,3926,1.0,1,Caused damage,Approach,False,False,Large,Some Cloud,Canada goose,True,0,2000.0,0,2000-03-07T00:00:00
200662,14384,4063,1.0,1,No damage,Climb,False,False,Medium,Overcast,Unknown bird - medium,False,0,700.0,0,2000-03-08T00:00:00
208496,14384,4017,1.0,1,Caused damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,False,0,5000.0,0,2000-03-08T00:00:00
204682,14384,3937,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,0,300.0,0,2000-03-08T00:00:00
201963,14384,4009,1.0,1,Caused damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,151009,1500.0,0,2000-03-08T00:00:00
208525,14384,4102,1.0,1,Caused damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,True,0,1000.0,0,2000-03-09T00:00:00
203551,14384,4178,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,400.0,0,2000-03-10T00:00:00
202561,14384,3965,1.0,1,No damage,Landing Roll,False,False,Small,No Cloud,Unknown bird - small,False,0,0.0,0,2000-03-10T00:00:00
200482,14384,3958,1.0,1,No damage,Approach,False,False,Large,Some Cloud,Turkey vulture,True,0,400.0,0,2000-03-10T00:00:00
205462,14384,4089,1.0,1,No damage,Take-off run,False,False,Small,No Cloud,Eastern meadowlark,True,0,0.0,0,2000-03-10T00:00:00
201569,14384,3925,1.0,1,No damage,Approach,False,False,Small,Overcast,Unknown bird - small,True,0,500.0,0,2000-03-11T00:00:00
200524,14384,3905,1.0,1,No damage,Approach,False,False,Medium,Overcast,Unknown bird - medium,False,0,4000.0,0,2000-03-14T00:00:00
202789,14384,3926,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,0,5000.0,0,2000-03-14T00:00:00
201324,14384,3905,1.0,1,No damage,Approach,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,2000.0,0,2000-03-14T00:00:00
203957,14384,3999,1.0,1,No damage,Taxi,False,False,Large,Overcast,Canada goose,False,0,0.0,0,2000-03-15T00:00:00
200525,14384,4122,1.0,1,No damage,Approach,False,False,Small,No Cloud,Upland sandpiper,False,0,100.0,0,2000-03-15T00:00:00
203408,14384,4431,1.0,1,No damage,Take-off run,False,False,Small,No Cloud,Unknown bird - small,False,0,0.0,0,2000-03-17T00:00:00
202421,14384,4018,1.0,1,No damage,Landing Roll,False,False,Small,Some Cloud,Unknown bird - small,True,0,0.0,0,2000-03-18T00:00:00
201461,14384,4354,1.0,1,No damage,Landing Roll,False,False,Large,Overcast,Bald eagle,False,0,0.0,0,2000-03-18T00:00:00
204509,14384,3924,1.0,1,No damage,Take-off run,False,False,Large,Some Cloud,Turkey vulture,True,0,0.0,0,2000-03-19T00:00:00
201744,14384,3911,1.0,1,No damage,Approach,False,False,Medium,Some Cloud,Ring-billed gull,True,0,100.0,0,2000-03-21T00:00:00
201043,14384,3979,1.0,1,No damage,Climb,False,False,Small,Overcast,Unknown bird - small,True,0,150.0,0,2000-03-21T00:00:00
200104,14384,4313,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,1000.0,0,2000-03-22T00:00:00
200028,14384,4007,1.0,1,No damage,Approach,False,False,Large,No Cloud,Unknown bird - large,True,0,3000.0,0,2000-03-22T00:00:00
201686,14384,4007,1.0,1,No damage,Approach,False,False,Medium,Overcast,Unknown bird - medium,True,0,2000.0,0,2000-03-22T00:00:00
204621,14384,4021,1.0,1,No damage,Descent,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,7000.0,0,2000-03-22T00:00:00
202399,14384,3964,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,300.0,0,2000-03-23T00:00:00
200376,14384,4289,1.0,1,No damage,Landing Roll,False,False,Small,No Cloud,Unknown bird - small,False,5079,0.0,0,2000-03-23T00:00:00
200131,14384,3932,1.0,1,No damage,Approach,False,False,Large,Some Cloud,Unknown bird - large,False,134,3000.0,0,2000-03-23T00:00:00
201097,14384,3932,1.0,1,Caused damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,300.0,0,2000-03-23T00:00:00
203348,14384,3992,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,1000.0,0,2000-03-23T00:00:00
203120,14384,4235,1.0,1,No damage,Approach,False,False,Small,Overcast,Meadowlarks,False,0,5.0,0,2000-03-23T00:00:00
201099,14384,3939,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,500.0,0,2000-03-24T00:00:00
200270,14384,3917,1.0,1,No damage,Take-off run,False,False,Small,Some Cloud,Unknown bird - small,False,0,0.0,0,2000-03-24T00:00:00
200373,14384,3940,1.0,1,No damage,Climb,False,False,Large,No Cloud,Unknown bird - large,False,0,50.0,0,2000-03-25T00:00:00
202323,14384,3906,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,10.0,0,2000-03-25T00:00:00
202563,14384,3922,1.0,1,No damage,Landing Roll,False,False,Medium,No Cloud,Red-tailed hawk,True,0,0.0,0,2000-03-26T00:00:00
200216,14384,4432,1.0,1,Caused damage,Approach,False,False,Large,No Cloud,Unknown bird - large,False,0,450.0,0,2000-03-26T00:00:00
210904,14384,3988,1.0,1,No damage,Descent,False,False,Small,Some Cloud,Unknown bird - small,False,0,3000.0,0,2000-03-29T00:00:00
205262,14384,4433,1.0,1,Caused damage,Climb,False,False,Medium,Overcast,Unknown bird - medium,False,4188,400.0,0,2000-03-29T00:00:00
210705,14384,3965,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,False,0,200.0,0,2000-03-29T00:00:00
203654,14384,3911,1.0,1,Caused damage,Take-off run,False,False,Small,Some Cloud,Bonaparte's gull,True,0,0.0,0,2000-03-29T00:00:00
210726,14384,3936,1.0,1,Caused damage,Approach,False,False,Large,Some Cloud,Canada goose,False,44100,2500.0,0,2000-03-29T00:00:00
200267,14384,4434,1.0,1,No damage,Approach,False,False,Medium,Overcast,Unknown bird - medium,False,0,300.0,0,2000-03-30T00:00:00
201158,14384,3933,1.0,1,No damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,7000.0,0,2000-03-30T00:00:00
203198,14384,4022,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,0,30.0,0,2000-03-30T00:00:00
207672,14384,3906,1.0,1,No damage,Approach,False,False,Small,Overcast,European starling,False,0,200.0,0,2000-03-31T00:00:00
204898,14384,4295,1.0,1,Caused damage,Approach,False,False,Large,Some Cloud,Canada goose,True,0,2.0,0,2000-03-31T00:00:00
202166,14384,4435,1.0,1,No damage,Approach,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,1200.0,0,2000-03-31T00:00:00
201250,14384,3906,1.0,1,Caused damage,Approach,False,False,Medium,Overcast,Unknown bird - medium,False,0,3000.0,0,2000-03-31T00:00:00
201378,14384,3984,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Ring-necked pheasant,True,0,50.0,0,2000-04-01T00:00:00
202734,14384,3951,1.0,1,No damage,Climb,False,False,Medium,No Cloud,Unknown bird - medium,False,0,1000.0,0,2000-04-02T00:00:00
206267,14384,3939,1.0,1,Caused damage,Climb,False,False,Large,Overcast,Unknown bird - large,True,100228,2400.0,0,2000-04-03T00:00:00
202018,14384,3906,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,300.0,0,2000-04-04T00:00:00
202033,14384,3934,1.0,1,No damage,Landing Roll,False,False,Small,No Cloud,Unknown bird - small,False,0,0.0,0,2000-04-05T00:00:00
200228,14384,3945,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,300.0,0,2000-04-05T00:00:00
200207,14384,3999,1.0,1,No damage,Descent,False,False,Small,No Cloud,Unknown bird - small,False,0,1800.0,0,2000-04-05T00:00:00
200208,14384,3951,1.0,1,Caused damage,Descent,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,6000.0,0,2000-04-05T00:00:00
204593,14384,3949,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Northern harrier,True,0,0.0,0,2000-04-05T00:00:00
200631,14384,4096,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,50.0,0,2000-04-06T00:00:00
202564,14384,4086,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,1500.0,0,2000-04-06T00:00:00
200011,14384,3949,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Mallard,True,0,0.0,0,2000-04-06T00:00:00
202937,14384,4375,1.0,1,Caused damage,Descent,False,False,Large,Some Cloud,Turkey vulture,True,0,2000.0,0,2000-04-07T00:00:00
201326,14384,3949,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Barn owl,True,0,10.0,0,2000-04-07T00:00:00
201403,14384,3959,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,False,0,15.0,0,2000-04-08T00:00:00
207007,14384,3915,1.0,1,No damage,Take-off run,False,False,Medium,No Cloud,Unknown bird - medium,True,0,0.0,0,2000-04-08T00:00:00
201496,14384,3912,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,False,0,75.0,0,2000-04-09T00:00:00
202398,14384,3974,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Ring-billed gull,True,0,0.0,0,2000-04-09T00:00:00
201160,14384,3945,1.0,1,No damage,Approach,False,False,Small,Some Cloud,Unknown bird - small,True,0,30.0,0,2000-04-09T00:00:00
202239,14384,3974,1.0,1,Caused damage,Take-off run,True,True,Medium,Some Cloud,Mallard,True,0,0.0,0,2000-04-09T00:00:00
200012,14384,3993,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,True,0,0.0,0,2000-04-10T00:00:00
201713,14384,4138,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,7000.0,0,2000-04-11T00:00:00
202317,14384,3906,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Unknown bird - small,False,0,0.0,0,2000-04-11T00:00:00
201286,14384,4246,1.0,1,No damage,Approach,False,False,Small,No Cloud,American kestrel,False,0,5.0,0,2000-04-12T00:00:00
202714,14384,3906,1.0,1,No damage,Take-off run,False,False,Small,Some Cloud,Unknown bird - small,False,0,0.0,0,2000-04-12T00:00:00
203805,14384,4104,1.0,1,No damage,Take-off run,False,False,Medium,Some Cloud,Unknown bird - medium,True,0,0.0,0,2000-04-12T00:00:00
200218,14384,3983,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Unknown bird - medium,True,0,0.0,0,2000-04-14T00:00:00
201210,14384,3948,1.0,1,No damage,Approach,False,False,Small,No Cloud,Unknown bird - small,True,0,3500.0,0,2000-04-14T00:00:00
202350,14384,4281,1.0,1,No damage,Descent,False,False,Medium,No Cloud,Unknown bird - medium,False,0,5000.0,0,2000-04-14T00:00:00
206114,14384,4020,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,True,0,400.0,0,2000-04-14T00:00:00
240061,14384,4005,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Red-tailed hawk,False,0,300.0,0,2000-04-15T00:00:00
244470,14384,4005,1.0,1,Caused damage,Approach,False,False,Medium,No Cloud,Red-tailed hawk,False,0,300.0,0,2000-04-15T00:00:00
201155,14384,3944,1.0,1,No damage,Take-off run,False,False,Small,Overcast,Unknown bird - small,False,0,0.0,0,2000-04-16T00:00:00
200202,14384,4436,1.0,1,Caused damage,Descent,False,False,Large,Some Cloud,Unknown bird - large,False,171186,5000.0,0,2000-04-16T00:00:00
203267,14384,4119,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Blackbirds,True,0,100.0,0,2000-04-16T00:00:00
203473,14384,3921,1.0,1,Caused damage,Approach,False,False,Large,No Cloud,Turkey vulture,False,66818,700.0,0,2000-04-17T00:00:00
202140,14384,4174,1.0,1,No damage,Approach,False,False,Medium,No Cloud,Unknown bird - medium,False,0,1000.0,0,2000-04-17T00:00:00
207058,14384,4252,1.0,1,No damage,Take-off run,False,False,Large,No Cloud,Canada goose,False,0,0.0,0,2000-04-18T00:00:00
201993,14384,3974,1.0,1,No damage,Landing Roll,False,False,Medium,Overcast,Mallard,False,0,0.0,0,2000-04-19T00:00:00
200075,14384,4127,1.0,1,No damage,Approach,False,False,Large,No Cloud,Canada goose,False,0,50.0,0,2000-04-20T00:00:00
202540,14384,4200,1.0,1,Caused damage,Descent,False,False,Medium,No Cloud,Unknown bird - medium,False,0,7000.0,0,2000-04-20T00:00:00
201551,14384,3912,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,False,0,100.0,0,2000-04-20T00:00:00
204408,14384,4103,1.0,1,No damage,Take-off run,False,False,Large,No Cloud,Canada goose,True,0,0.0,0,2000-04-20T00:00:00
203485,14384,3936,1.0,1,No damage,Landing Roll,False,False,Small,Overcast,Savannah sparrow,True,0,0.0,0,2000-04-20T00:00:00
202588,14384,3965,1.0,1,No damage,Approach,False,False,Large,No Cloud,Unknown bird - large,False,0,8000.0,0,2000-04-20T00:00:00
201917,14384,4176,1.0,1,No damage,Approach,False,False,Medium,Some Cloud,Unknown bird - medium,True,0,6500.0,0,2000-04-20T00:00:00
201009,14384,3979,1.0,1,Caused damage,Climb,False,False,Medium,Some Cloud,Unknown bird - medium,False,0,6000.0,0,2000-04-21T00:00:00
201121,14384,3979,1.0,1,No damage,Climb,False,False,Small,Some Cloud,Mourning dove,False,0,10.0,0,2000-04-21T00:00:00
200907,14384,4437,1.0,1,No damage,Climb,False,False,Small,No Cloud,Unknown bird - small,True,0,3.0,0,2000-04-21T00:00:00
